survey_year,survey_wave,scenario,geography_level,group_a_code,group_a,group_b_code,group_b,contrast,indoor_exposure_share_difference_a_minus_b,indoor_rate_difference_a_minus_b,outdoor_rate_difference_a_minus_b,borough_id,borough_name,borough_code
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19216335902765824,0.09461602477582635,0.1112897294158127,9.0,Barnet,E09000003
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11250146841592501,0.06825941840484642,0.024247367460139384,9.0,Barnet,E09000003
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.32163084139013987,0.1639374510225367,0.13521110141480885,17.0,Bexley,E09000004
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18947491076917,0.0960572414391087,0.11101038348155398,17.0,Bexley,E09000004
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13215593062096986,0.06788020958342803,0.02420071793325486,17.0,Bexley,E09000004
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.32430773018566317,0.16234700821276574,0.1353601706823821,30.0,Brent,E09000005
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1921517995646933,0.09446679862933773,0.11115945274912722,30.0,Brent,E09000005
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13215593062096986,0.06788020958342803,0.02420071793325486,30.0,Brent,E09000005
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2721251641454675,0.16422470846231013,0.1352802530738758,35.0,Bromley,E09000006
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18958933379563359,0.09605019137508934,0.11106713553516073,35.0,Bromley,E09000006
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08253583034983392,0.0681745170872208,0.024213117538715093,35.0,Bromley,E09000006
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2837573112275892,0.19014436965617657,0.145305158974969,44.0,Camden,E09000007
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17321848540003504,0.1212024013585207,0.12106067482338094,44.0,Camden,E09000007
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11053882582755414,0.06894196829765586,0.024244484151588076,44.0,Camden,E09000007
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3098350607770729,0.16257839596148596,0.1351237820407312,68.0,Croydon,E09000008
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19189321223550704,0.09428597063139531,0.11086813967469059,68.0,Croydon,E09000008
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11794184854156586,0.06829242533009065,0.024255642366040595,68.0,Croydon,E09000008
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3153252428397002,0.16404395003175554,0.13551236974961137,78.0,Ealing,E09000009
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19027163115457157,0.09584022546598163,0.11126754346120987,78.0,Ealing,E09000009
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12505361168512863,0.06820372456577392,0.024244826288401484,78.0,Ealing,E09000009
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31016600102324954,0.16243897134446444,0.1350766569773683,91.0,Enfield,E09000010
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1920565334745995,0.09411555165011158,0.11081574628483129,91.0,Enfield,E09000010
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11810946754865004,0.06832341969435285,0.02426091069253699,91.0,Enfield,E09000010
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31195378802759555,0.16296363336681602,0.13553583747751322,107.0,Greenwich,E09000011
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19161960001199996,0.09503370215066322,0.11133873661845503,107.0,Greenwich,E09000011
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12033418801559559,0.0679299312161528,0.024197100859058178,107.0,Greenwich,E09000011
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3482764955278863,0.1885110773172535,0.14318855214334178,109.0,Hackney,E09000012
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17099719097764843,0.12013980482491557,0.1189470955360437,109.0,Hackney,E09000012
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.17727930455023788,0.06837127249233793,0.02424145660729807,109.0,Hackney,E09000012
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28153601680520257,0.18908177312257143,0.14319157968763177,112.0,Hammersmith and Fulham,E09000013
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1702989180910528,0.12019297379306682,0.11887721948392092,112.0,Hammersmith and Fulham,E09000013
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11123709871414977,0.06888879932950462,0.024314360203710847,112.0,Hammersmith and Fulham,E09000013
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3113391296254986,0.19026215414062214,0.14534214464633263,114.0,Haringey,E09000014
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17321848540003504,0.1212024013585207,0.12106067482338094,114.0,Haringey,E09000014
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13812064422546355,0.06905975278210144,0.02428146982295169,114.0,Haringey,E09000014
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.32242756177554144,0.16372043504940964,0.13546826139446475,117.0,Harrow,E09000015
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19027163115457157,0.09584022546598163,0.11126754346120987,117.0,Harrow,E09000015
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13215593062096986,0.06788020958342803,0.02420071793325486,117.0,Harrow,E09000015
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3053089462080979,0.1640392607915404,0.13501451123060706,122.0,Havering,E09000016
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1889050193782521,0.09602741696929355,0.11077975339159492,122.0,Havering,E09000016
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1164039268298458,0.06801184382224686,0.024234757839012154,122.0,Havering,E09000016
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28453161784829795,0.16272915644083458,0.13524702612038184,126.0,Hillingdon,E09000017
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1918309991647953,0.09450689049146337,0.11101747692583055,126.0,Hillingdon,E09000017
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09270061868350266,0.06822226594937121,0.024229549194551267,126.0,Hillingdon,E09000017
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2662434093374063,0.16344157437743745,0.13504552184700092,129.0,Hounslow,E09000018
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18999659933694424,0.0955884927222466,0.11090978160198858,129.0,Hounslow,E09000018
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07624681000046207,0.06785308165519084,0.024135740245012333,129.0,Hounslow,E09000018
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3113126084608375,0.1900580075357136,0.1451708008988956,135.0,Islington,E09000019
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17249369134877834,0.12105142372176342,0.12081945502382115,135.0,Islington,E09000019
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13881891711205918,0.0690065838139502,0.02435134587507446,135.0,Islington,E09000019
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30894302116075534,0.1891805137973927,0.14272191912591592,136.0,Kensington and Chelsea,E09000020
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17024157788921612,0.12003703883387642,0.11842862430106767,136.0,Kensington and Chelsea,E09000020
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13870144327153922,0.06914347496351628,0.02429329482484826,136.0,Kensington and Chelsea,E09000020
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2228618571456079,0.16244155271257613,0.13527553255461505,139.0,Kingston upon Thames,E09000021
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1921517995646933,0.09446679862933773,0.11115945274912722,139.0,Kingston upon Thames,E09000021
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.030710057580914607,0.06797475408323839,0.024116079805487814,139.0,Kingston upon Thames,E09000021
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3475855657805256,0.18852735264493564,0.143189091668838,142.0,Lambeth,E09000022
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17099719097764843,0.12013980482491557,0.1189470955360437,142.0,Lambeth,E09000022
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.17658837480287715,0.06838754782002006,0.02424199613279432,142.0,Lambeth,E09000022
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.34969341017503297,0.18935982481225241,0.14506010297231425,147.0,Lewisham,E09000023
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17310503537215582,0.12097227699223234,0.12081810683951995,147.0,Lewisham,E09000023
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.17658837480287715,0.06838754782002006,0.02424199613279432,147.0,Lewisham,E09000023
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2215201851202787,0.164145127291274,0.13516571519623313,160.0,Merton,E09000024
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18937163677671998,0.09617262496147792,0.11104872475950453,160.0,Merton,E09000024
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.032148548343558736,0.06797250232979608,0.0241169904367286,160.0,Merton,E09000024
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3253758249256191,0.19008316190315958,0.1455184713051197,171.0,Newham,E09000025
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17268344916526612,0.12140071726735432,0.1211982643908185,171.0,Newham,E09000025
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.152692375760353,0.06868244463580525,0.024320206914301177,171.0,Newham,E09000025
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30920929239778927,0.16370610668209926,0.13571623502377583,196.0,Redbridge,E09000026
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1912674438562234,0.0954136813520086,0.11146059265773522,196.0,Redbridge,E09000026
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11794184854156586,0.06829242533009065,0.024255642366040595,196.0,Redbridge,E09000026
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30428027531411694,0.1642678429257608,0.13562186434350035,201.0,Richmond upon Thames,E09000027
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19021026327024704,0.09601015534431369,0.11137400335895561,201.0,Richmond upon Thames,E09000027
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1140700120438699,0.0682576875814471,0.024247860984544733,201.0,Richmond upon Thames,E09000027
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27696143784214544,0.1880791631891703,0.14274256641584024,241.0,Southwark,E09000028
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17156426179455575,0.11910681560579586,0.11849656665614954,241.0,Southwark,E09000028
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10539717604758969,0.06897234758337444,0.024245999759690717,241.0,Southwark,E09000028
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3046872338935992,0.16275512451433016,0.13544940077389014,255.0,Sutton,E09000029
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19119941549747732,0.09461533105880797,0.1111203184209379,255.0,Sutton,E09000029
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11348781839612188,0.06813979345552221,0.024329082352952235,255.0,Sutton,E09000029
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3499700968547389,0.18973509611922315,0.14551013657573558,272.0,Tower Hamlets,E09000030
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17338172205186175,0.12134754829920308,0.12126814044294128,272.0,Tower Hamlets,E09000030
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.17658837480287715,0.06838754782002006,0.02424199613279432,272.0,Tower Hamlets,E09000030
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3140184680644913,0.16269454028291755,0.13544423328526017,279.0,Waltham Forest,E09000031
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1921857654776742,0.09449570610948375,0.11120203331375075,279.0,Waltham Forest,E09000031
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12183270258681711,0.06819883417343381,0.024242199971509414,279.0,Waltham Forest,E09000031
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2839205478794159,0.19028951659685894,0.14551262459452935,280.0,Wandsworth,E09000032
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17268344916526612,0.12140071726735432,0.1211982643908185,280.0,Wandsworth,E09000032
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11123709871414977,0.06888879932950462,0.024314360203710847,280.0,Wandsworth,E09000032
2027,2027/28,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2756906483749496,0.1889644110097954,0.14267097708268667,293.0,Westminster,E09000033
2027,2027/28,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17029347232735992,0.11999206342642096,0.11842497732299596,293.0,Westminster,E09000033
2027,2027/28,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10539717604758969,0.06897234758337444,0.024245999759690717,293.0,Westminster,E09000033
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3260062893135809,0.15737619042437792,0.12179160792381993,8.0,Barking and Dagenham,E09000002
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,8.0,Barking and Dagenham,E09000002
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13549161727037518,0.06921305289614542,0.022593226271669247,8.0,Barking and Dagenham,E09000002
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.19146077399336603,0.15757343862379747,0.12165607240145174,9.0,Barnet,E09000003
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,9.0,Barnet,E09000003
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0009461019501603163,0.06941030109556495,0.022457690749301047,9.0,Barnet,E09000003
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.32528312088478073,0.15786512885703408,0.12165027016474222,17.0,Bexley,E09000004
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19012838735048854,0.08814854840705373,0.0989956840717426,17.0,Bexley,E09000004
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1351547335342922,0.06971658044998033,0.02265458609299962,17.0,Bexley,E09000004
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3256912581254974,0.15784023089951682,0.12184813734506114,30.0,Brent,E09000005
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,30.0,Brent,E09000005
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13517658608229166,0.06967709337128433,0.022649755692910452,30.0,Brent,E09000005
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29042344150006894,0.15787200600038806,0.12182883289338758,35.0,Bromley,E09000006
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,35.0,Bromley,E09000006
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09990876945686322,0.06970886847215554,0.022630451241236898,35.0,Bromley,E09000006
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2604903829575618,0.1790721669591853,0.13097498587031298,44.0,Camden,E09000007
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1787751734323232,0.10880152899113882,0.10833199611225057,44.0,Camden,E09000007
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08171520952523859,0.07027063796804647,0.022642989758062396,44.0,Camden,E09000007
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3092454342076839,0.1577291485402488,0.12168104572008683,68.0,Croydon,E09000008
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19051242756645048,0.08794148912813528,0.0990266480484874,68.0,Croydon,E09000008
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11873300664123343,0.06978765941211353,0.022654397671599415,68.0,Croydon,E09000008
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.22831583518545484,0.15768985011932102,0.12173551189430686,78.0,Ealing,E09000009
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,78.0,Ealing,E09000009
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.03780116314224913,0.0695267125910885,0.022537130242156162,78.0,Ealing,E09000009
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2872557234521056,0.15787780481954342,0.12169047446665823,91.0,Enfield,E09000010
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19030664145841392,0.08810581320912104,0.09905113642950213,91.0,Enfield,E09000010
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09694908199369168,0.06977199161042237,0.022639338037156106,91.0,Enfield,E09000010
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3296951063621689,0.1578343373564792,0.12185012209037258,107.0,Greenwich,E09000011
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,107.0,Greenwich,E09000011
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1391804343189632,0.06967119982824668,0.022651740438221882,107.0,Greenwich,E09000011
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28962079969993537,0.17980278137025107,0.1312772839261649,109.0,Hackney,E09000012
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17877486270882703,0.10907583066756599,0.10853177431901502,109.0,Hackney,E09000012
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11084593699110834,0.0707269507026851,0.022745509607149866,109.0,Hackney,E09000012
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2602926623807351,0.17908722862505505,0.13087966680136542,112.0,Hammersmith and Fulham,E09000013
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17770206241538578,0.10890695825432181,0.10815710892454206,112.0,Hammersmith and Fulham,E09000013
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08259059996534934,0.07018027037073324,0.022722557876823358,112.0,Hammersmith and Fulham,E09000013
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28889108731405067,0.17970435283264324,0.1312618615299917,114.0,Haringey,E09000014
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17877486270882703,0.10907583066756599,0.10853177431901502,114.0,Haringey,E09000014
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11011622460522363,0.07062852216507726,0.022730087210976673,114.0,Haringey,E09000014
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3138221044649754,0.15780772145901856,0.12183557392435623,117.0,Harrow,E09000015
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,117.0,Harrow,E09000015
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12330743242176967,0.06964458393078606,0.02263719227220554,117.0,Harrow,E09000015
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.23041147646948112,0.15801978837100988,0.12153826966658063,122.0,Havering,E09000016
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18995936226012922,0.08814462364894342,0.09890897241805414,122.0,Havering,E09000016
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04045211420935191,0.06987516472206647,0.02262929724852648,122.0,Havering,E09000016
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.11502209246170558,0.15480207738926385,0.11774123252753174,126.0,Hillingdon,E09000017
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18720420392732884,0.08517457750442593,0.09529605290609126,126.0,Hillingdon,E09000017
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.07218211146562326,0.06962749988483793,0.022445179621440478,126.0,Hillingdon,E09000017
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.203857299574701,0.15748425055714105,0.12146781585421694,129.0,Hounslow,E09000018
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19031672947324574,0.08799117484946127,0.09896795922612149,129.0,Hounslow,E09000018
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.013540570101455263,0.06949307570767979,0.022499856628095453,129.0,Hounslow,E09000018
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3025873131471353,0.17951784000760942,0.131118998639723,135.0,Islington,E09000019
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17874581822317925,0.10888976748569656,0.10838052255460932,135.0,Islington,E09000019
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12384149492395602,0.07062807252191286,0.022738476085113674,135.0,Islington,E09000019
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29012434967349543,0.17951520596233367,0.13107574455175575,136.0,Kensington and Chelsea,E09000020
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17789978299221243,0.10889189658845205,0.10825242799348961,136.0,Kensington and Chelsea,E09000020
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.112224566681283,0.0706233093738816,0.02282331655826614,136.0,Kensington and Chelsea,E09000020
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3314263560926326,0.15749197498823891,0.12181174574691951,139.0,Kingston upon Thames,E09000021
2028,2028/29,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.0881631375282325,0.09919838165215068,139.0,Kingston upon Thames,E09000021
2028,2028/29,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1409116840494269,0.06932883746000641,0.02261336409476883,139.0,Kingston upon Thames,E09000021
2028,2028/29,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30261635763278305,0.17970390318947885,0.1312702504041287,142.0,Lambeth,E09000022
