serial,year,month,LA_2023,LondInOut,Reg9,MEMS7GR_ALL,wt_final,wt_time,survey_year,survey_wave,period_start,borough_id,borough_name,borough_code,inner_outer_code,inner_outer,activity_level_code,activity_level,respondent_id,any_recent_comparable_activity,any_indoor,any_outdoor,both,indoor_only,outdoor_only,neither_recorded,recent_activity_without_recorded_location,n_recent_activity_flags,n_indoor_flags,n_outdoor_flags
210590104693372.0,20_21,70.0,91.0,2.0,3.0,2.0,0.6411408234997195,1.086538364870426,2020,2020/21,2021-08-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104693372.0,0,0,0,0,0,0,1,0,0,0,0
210590104693862.0,20_21,68.0,91.0,2.0,3.0,2.0,6.25158472266977,8.312266398592664,2020,2020/21,2021-06-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104693862.0,0,0,0,0,0,0,1,0,0,0,0
210590104694021.0,20_21,67.0,91.0,2.0,3.0,2.0,0.7527790453557527,1.1656877206640193,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104694021.0,1,0,1,0,0,1,0,0,2,0,2
210590104694361.0,20_21,67.0,91.0,2.0,3.0,1.0,8.054298799370395,11.351156407768263,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2020_210590104694361.0,0,0,0,0,0,0,1,0,0,0,0
210590104696421.0,20_21,67.0,91.0,2.0,3.0,2.0,2.1529665375792533,3.491705187309197,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104696421.0,0,0,0,0,0,0,1,0,0,0,0
210590104696422.0,20_21,67.0,91.0,2.0,3.0,0.0,0.7966905855343018,1.3112027036691656,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104696422.0,0,0,0,0,0,0,1,0,0,0,0
210590104696591.0,20_21,67.0,91.0,2.0,3.0,1.0,1.0623817152551416,1.9769416638873245,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2020_210590104696591.0,0,0,0,0,0,0,1,0,0,0,0
210590104696592.0,20_21,67.0,91.0,2.0,3.0,0.0,1.9778699497894616,5.4834621278331,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104696592.0,0,0,0,0,0,0,1,0,0,0,0
210590104697901.0,20_21,68.0,91.0,2.0,3.0,0.0,1.3144811273335757,1.6290947507633902,2020,2020/21,2021-06-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104697901.0,0,0,0,0,0,0,1,0,0,0,0
210590104697902.0,20_21,68.0,91.0,2.0,3.0,0.0,0.8281463591020725,0.8624244115496418,2020,2020/21,2021-06-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104697902.0,0,0,0,0,0,0,1,0,0,0,0
210590104698082.0,20_21,67.0,91.0,2.0,3.0,0.0,2.6195667493493677,3.396614948847917,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104698082.0,0,0,0,0,0,0,1,0,0,0,0
210590104698731.0,20_21,67.0,91.0,2.0,3.0,2.0,1.0962399219056225,1.2980506147112147,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104698731.0,0,0,0,0,0,0,1,0,0,0,0
210590104699151.0,20_21,67.0,91.0,2.0,3.0,2.0,2.3516402327921555,4.705316967672804,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104699151.0,0,0,0,0,0,0,1,0,0,0,0
210590104699152.0,20_21,67.0,91.0,2.0,3.0,2.0,2.088268446135395,3.9572598486256463,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104699152.0,1,0,0,0,0,0,1,1,1,0,0
210590104699311.0,20_21,68.0,91.0,2.0,3.0,2.0,11.028111766865305,14.732894799544368,2020,2020/21,2021-06-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104699311.0,1,0,0,0,0,0,1,1,3,0,0
210590104699981.0,20_21,67.0,91.0,2.0,3.0,0.0,1.54079771745125,2.828384623523811,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104699981.0,0,0,0,0,0,0,1,0,0,0,0
210590104699982.0,20_21,67.0,91.0,2.0,3.0,2.0,0.8586674266044113,1.4249318418338617,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104699982.0,1,0,0,0,0,0,1,1,1,0,0
210590104700121.0,20_21,67.0,91.0,2.0,3.0,2.0,1.1758170244458537,1.5920052919611791,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104700121.0,0,0,0,0,0,0,1,0,0,0,0
210590104700611.0,20_21,67.0,91.0,2.0,3.0,2.0,1.23509675547593,2.2676817713299915,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104700611.0,1,0,0,0,0,0,1,1,1,0,0
210590104700612.0,20_21,67.0,91.0,2.0,3.0,2.0,1.4287431671359785,2.237711663827094,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104700612.0,0,0,0,0,0,0,1,0,0,0,0
210590104700871.0,20_21,67.0,91.0,2.0,3.0,2.0,2.267606532985087,3.1674179591660465,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104700871.0,0,0,0,0,0,0,1,0,0,0,0
210590104700872.0,20_21,67.0,91.0,2.0,3.0,0.0,0.8184485154655052,1.6933701635587075,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2020_210590104700872.0,0,0,0,0,0,0,1,0,0,0,0
210590104701111.0,20_21,68.0,91.0,2.0,3.0,2.0,3.849570286492291,4.641816190009241,2020,2020/21,2021-06-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104701111.0,1,0,1,0,0,1,0,0,7,0,2
210590104701291.0,20_21,67.0,91.0,2.0,3.0,2.0,1.6006307443754189,2.2156504310665404,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104701291.0,0,0,0,0,0,0,1,0,0,0,0
210590104701451.0,20_21,67.0,91.0,2.0,3.0,2.0,3.8898742825020536,6.228606058436887,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104701451.0,1,1,0,0,1,0,0,0,2,2,0
210590104701862.0,20_21,67.0,91.0,2.0,3.0,2.0,1.084676005832322,2.3820760140261785,2020,2020/21,2021-05-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104701862.0,0,0,0,0,0,0,1,0,0,0,0
210590104702361.0,20_21,71.0,91.0,2.0,3.0,1.0,0.6269385527048794,1.0210126370837975,2020,2020/21,2021-09-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2020_210590104702361.0,1,1,1,1,0,0,0,0,2,2,2
210590104703191.0,20_21,68.0,91.0,2.0,3.0,2.0,7.070417654637579,7.624821994399735,2020,2020/21,2021-06-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2020_210590104703191.0,1,1,0,0,1,0,0,0,3,3,0
210590114705241.0,20_21,67.0,107.0,2.0,3.0,0.0,3.111009763973837,3.3345756112662275,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114705241.0,0,0,0,0,0,0,1,0,0,0,0
210590114705242.0,20_21,67.0,107.0,2.0,3.0,0.0,4.432802425882449,4.642744084780065,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114705242.0,0,0,0,0,0,0,1,0,0,0,0
210590114705651.0,20_21,67.0,107.0,2.0,3.0,1.0,2.338075351583257,2.673902414827118,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,1.0,Insufficiently Active,2020_210590114705651.0,0,0,0,0,0,0,1,0,0,0,0
210590114705652.0,20_21,67.0,107.0,2.0,3.0,0.0,0.91904695717301,1.083874387454084,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114705652.0,0,0,0,0,0,0,1,0,0,0,0
210590114705731.0,20_21,67.0,107.0,2.0,3.0,0.0,0.6012086036776086,0.60796399401125,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114705731.0,0,0,0,0,0,0,1,0,0,0,0
210590114706312.0,20_21,67.0,107.0,2.0,3.0,2.0,2.282137458124545,2.3341553890372344,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114706312.0,0,0,0,0,0,0,1,0,0,0,0
210590114706491.0,20_21,67.0,107.0,2.0,3.0,2.0,2.437770556162381,2.858205996212005,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114706491.0,1,0,0,0,0,0,1,1,2,0,0
210590114706561.0,20_21,68.0,107.0,2.0,3.0,2.0,2.337355466527804,2.470846519831856,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114706561.0,0,0,0,0,0,0,1,0,0,0,0
210590114706721.0,20_21,67.0,107.0,2.0,3.0,0.0,2.821253745410368,3.209023620428007,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114706721.0,0,0,0,0,0,0,1,0,0,0,0
210590114706722.0,20_21,67.0,107.0,2.0,3.0,0.0,5.99041600387128,7.545466656188989,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114706722.0,0,0,0,0,0,0,1,0,0,0,0
210590114707061.0,20_21,68.0,107.0,2.0,3.0,1.0,3.074467371759691,2.695484239323555,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,1.0,Insufficiently Active,2020_210590114707061.0,1,0,0,0,0,0,1,1,3,0,0
210590114707141.0,20_21,67.0,107.0,2.0,3.0,2.0,0.4225871724568128,0.4823114081796253,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114707141.0,1,0,0,0,0,0,1,1,3,0,0
210590114707142.0,20_21,67.0,107.0,2.0,3.0,2.0,0.9864127684408388,1.1827085551851513,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114707142.0,1,0,0,0,0,0,1,1,5,0,0
210590114707301.0,20_21,67.0,107.0,2.0,3.0,0.0,1.356617254655108,1.421527633739404,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114707301.0,0,0,0,0,0,0,1,0,0,0,0
210590114708541.0,20_21,67.0,107.0,2.0,3.0,2.0,2.14095215193486,2.0671867364030434,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114708541.0,1,0,1,0,0,1,0,0,1,0,1
210590114708961.0,20_21,67.0,107.0,2.0,3.0,2.0,2.282137458124545,2.3341553890372344,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114708961.0,1,1,0,0,1,0,0,0,2,2,0
210590114709791.0,20_21,67.0,107.0,2.0,3.0,2.0,1.7608513371342134,2.446688715110674,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114709791.0,1,0,0,0,0,0,1,1,3,0,0
210590114709792.0,20_21,67.0,107.0,2.0,3.0,2.0,2.4804095872975207,2.2116431198768627,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114709792.0,0,0,0,0,0,0,1,0,0,0,0
210590114710841.0,20_21,68.0,107.0,2.0,3.0,0.0,0.8136160680551242,1.2710659548200334,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114710841.0,0,0,0,0,0,0,1,0,0,0,0
210590114711751.0,20_21,67.0,107.0,2.0,3.0,2.0,0.6012086036776086,0.60796399401125,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114711751.0,0,0,0,0,0,0,1,0,0,0,0
210590114711831.0,20_21,67.0,107.0,2.0,3.0,2.0,1.1549539712514572,1.4315722505894928,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114711831.0,1,0,0,0,0,0,1,1,3,0,0
210590114712741.0,20_21,67.0,107.0,2.0,3.0,2.0,0.6322824844519084,0.5840546074815359,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114712741.0,1,0,0,0,0,0,1,1,2,0,0
210590114713811.0,20_21,68.0,107.0,2.0,3.0,2.0,1.972000524037264,1.706508811336985,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114713811.0,1,0,0,0,0,0,1,1,1,0,0
210590114713812.0,20_21,68.0,107.0,2.0,3.0,2.0,2.956036189639202,4.020660359847406,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114713812.0,1,0,0,0,0,0,1,1,1,0,0
210590114714232.0,20_21,68.0,107.0,2.0,3.0,2.0,3.092250996318394,2.63828266086078,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114714232.0,1,0,0,0,0,0,1,1,1,0,0
210590114714311.0,20_21,68.0,107.0,2.0,3.0,0.0,1.8495903818676147,2.1472330276155485,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114714311.0,0,0,0,0,0,0,1,0,0,0,0
210590114714312.0,20_21,68.0,107.0,2.0,3.0,2.0,0.7325151516399404,0.6729861287166581,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114714312.0,0,0,0,0,0,0,1,0,0,0,0
210590114714491.0,20_21,68.0,107.0,2.0,3.0,1.0,1.4650303032798808,1.3459722574333162,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,1.0,Insufficiently Active,2020_210590114714491.0,0,0,0,0,0,0,1,0,0,0,0
210590114714981.0,20_21,67.0,107.0,2.0,3.0,2.0,0.9466259405861877,0.8863178502221617,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114714981.0,0,0,0,0,0,0,1,0,0,0,0
210590114714982.0,20_21,67.0,107.0,2.0,3.0,0.0,1.0158503256964566,1.690396795413016,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114714982.0,0,0,0,0,0,0,1,0,0,0,0
210590114715061.0,20_21,67.0,107.0,2.0,3.0,2.0,0.9864127684408388,1.1827085551851513,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114715061.0,0,0,0,0,0,0,1,0,0,0,0
210590114715062.0,20_21,68.0,107.0,2.0,3.0,2.0,1.546125498159197,1.31914133043039,2020,2020/21,2021-06-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114715062.0,1,0,0,0,0,0,1,1,3,0,0
210590114716131.0,20_21,67.0,107.0,2.0,3.0,2.0,4.714985213011961,6.150389529038579,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2020_210590114716131.0,1,0,0,0,0,0,1,1,2,0,0
210590114716391.0,20_21,67.0,107.0,2.0,3.0,0.0,1.2320550276923996,1.1902031669059727,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114716391.0,0,0,0,0,0,0,1,0,0,0,0
210590114716621.0,20_21,67.0,107.0,2.0,3.0,0.0,8.480890346894492,8.409449582469827,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114716621.0,0,0,0,0,0,0,1,0,0,0,0
210590114717381.0,20_21,67.0,107.0,2.0,3.0,0.0,1.0031096835239248,1.016725981100858,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114717381.0,0,0,0,0,0,0,1,0,0,0,0
210590114717531.0,20_21,67.0,107.0,2.0,3.0,0.0,6.871171660033994,7.10942503240575,2020,2020/21,2021-05-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2020_210590114717531.0,0,0,0,0,0,0,1,0,0,0,0
210590124717942.0,20_21,67.0,109.0,1.0,3.0,1.0,3.327673826718582,2.806421899314042,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,1.0,Insufficiently Active,2020_210590124717942.0,0,0,0,0,0,0,1,0,0,0,0
210590124718021.0,20_21,67.0,109.0,1.0,3.0,2.0,2.4304379339787583,1.9905888388312696,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124718021.0,1,1,1,1,0,0,0,0,5,3,2
210590124718511.0,20_21,67.0,109.0,1.0,3.0,2.0,1.0791529379591631,1.6249777120380622,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124718511.0,1,1,0,0,1,0,0,0,3,1,0
210590124720081.0,20_21,68.0,109.0,1.0,3.0,0.0,2.117815853379858,1.9248497899636927,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124720081.0,0,0,0,0,0,0,1,0,0,0,0
210590124720651.0,20_21,67.0,109.0,1.0,3.0,0.0,0.7962676445268755,0.6397946718974284,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124720651.0,0,0,0,0,0,0,1,0,0,0,0
210590124720652.0,20_21,67.0,109.0,1.0,3.0,0.0,1.056589302715005,1.0217489222491691,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124720652.0,0,0,0,0,0,0,1,0,0,0,0
210590124720731.0,20_21,68.0,109.0,1.0,3.0,0.0,0.8725806238755173,0.8514094447171134,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124720731.0,0,0,0,0,0,0,1,0,0,0,0
210590124721311.0,20_21,67.0,109.0,1.0,3.0,2.0,2.596184227987035,2.4375040572139075,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124721311.0,1,1,1,1,0,0,0,0,3,2,1
210590124721561.0,20_21,67.0,109.0,1.0,3.0,2.0,1.3030130706797536,1.0705907151578486,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124721561.0,1,0,0,0,0,0,1,1,3,0,0
210590124721562.0,20_21,67.0,109.0,1.0,3.0,2.0,1.447675457916998,1.2706161422938536,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124721562.0,1,0,1,0,0,1,0,0,2,0,2
210590124721641.0,20_21,68.0,109.0,1.0,3.0,2.0,2.46291070995707,2.3572862733302613,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124721641.0,0,0,0,0,0,0,1,0,0,0,0
210590124721801.0,20_21,68.0,109.0,1.0,3.0,2.0,1.072025111205078,1.0141607466466656,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124721801.0,1,0,0,0,0,0,1,1,4,0,0
210590124722711.0,20_21,67.0,109.0,1.0,3.0,2.0,5.110983879628682,4.008778425752978,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124722711.0,1,0,0,0,0,0,1,1,6,0,0
210590124722712.0,20_21,67.0,109.0,1.0,3.0,2.0,2.337696564990196,2.0882483005248704,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124722712.0,1,0,0,0,0,0,1,1,3,0,0
210590124722891.0,20_21,67.0,109.0,1.0,3.0,2.0,1.233956514540894,1.0407269897007478,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124722891.0,1,0,0,0,0,0,1,1,2,0,0
210590124722892.0,20_21,67.0,109.0,1.0,3.0,2.0,1.6408678715339262,1.377500748620913,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124722892.0,1,0,0,0,0,0,1,1,2,0,0
210590124723882.0,20_21,68.0,109.0,1.0,3.0,2.0,1.1014365778124768,1.2844617762267274,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124723882.0,1,0,0,0,0,0,1,1,2,0,0
210590124724201.0,20_21,67.0,109.0,1.0,3.0,2.0,0.7234519421126598,0.6178509718537767,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124724201.0,1,0,0,0,0,0,1,1,2,0,0
210590124724202.0,20_21,67.0,109.0,1.0,3.0,2.0,0.5836722493794607,0.4465662617244279,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124724202.0,1,1,1,1,0,0,0,0,2,2,2
210590124726281.0,20_21,68.0,109.0,1.0,3.0,1.0,3.167531988720989,2.959959749634705,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,1.0,Insufficiently Active,2020_210590124726281.0,1,0,0,0,0,0,1,1,2,0,0
210590124726851.0,20_21,67.0,109.0,1.0,3.0,2.0,1.340309539362455,1.299015790109033,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124726851.0,0,0,0,0,0,0,1,0,0,0,0
210590124727011.0,20_21,67.0,109.0,1.0,3.0,2.0,0.5148718809032942,0.5574143985978747,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124727011.0,1,0,0,0,0,0,1,1,2,0,0
210590124728001.0,20_21,67.0,109.0,1.0,3.0,1.0,0.654676604096729,0.5109094899452584,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,1.0,Insufficiently Active,2020_210590124728001.0,1,1,0,0,1,0,0,0,1,1,0
210590124728751.0,20_21,67.0,109.0,1.0,3.0,2.0,2.538086434768134,2.8836732569500985,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124728751.0,1,0,1,0,0,1,0,0,2,0,2
210590124728752.0,20_21,67.0,109.0,1.0,3.0,2.0,1.8509345534236936,1.56109031520812,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124728752.0,1,0,0,0,0,0,1,1,3,0,0
210590124729171.0,20_21,67.0,109.0,1.0,3.0,2.0,3.3841152463575117,3.844898088005921,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124729171.0,1,0,0,0,0,0,1,1,2,0,0
210590124729741.0,20_21,67.0,109.0,1.0,3.0,0.0,8.801192737227842,8.940981973713125,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124729741.0,0,0,0,0,0,0,1,0,0,0,0
210590124730631.0,20_21,67.0,109.0,1.0,3.0,0.0,0.7112904332236547,0.9013864392826134,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124730631.0,0,0,0,0,0,0,1,0,0,0,0
210590124731622.0,20_21,68.0,109.0,1.0,3.0,2.0,2.910625198275244,3.166725682288903,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124731622.0,1,0,0,0,0,0,1,1,1,0,0
210590124732381.0,20_21,67.0,109.0,1.0,3.0,0.0,1.1331658706054666,1.3849739157859748,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124732381.0,0,0,0,0,0,0,1,0,0,0,0
210590124732382.0,20_21,67.0,109.0,1.0,3.0,0.0,3.7941875180466087,2.849269372429684,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124732382.0,1,0,0,0,0,0,1,1,2,0,0
210590124733861.0,20_21,67.0,109.0,1.0,3.0,2.0,2.3013564322307003,1.798485794935405,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124733861.0,1,0,0,0,0,0,1,1,2,0,0
210590124734101.0,20_21,67.0,109.0,1.0,3.0,2.0,3.7456769303398607,3.8356338841978257,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124734101.0,1,0,0,0,0,0,1,1,9,0,0
210590124734281.0,20_21,68.0,109.0,1.0,3.0,0.0,2.5483703474833344,3.0764120316872816,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124734281.0,0,0,0,0,0,0,1,0,0,0,0
210590124734282.0,20_21,68.0,109.0,1.0,3.0,2.0,2.292704481097832,2.5098330064952914,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124734282.0,1,0,0,0,0,0,1,1,4,0,0
210590124734931.0,20_21,67.0,109.0,1.0,3.0,2.0,0.791507760150313,0.7160821121148365,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124734931.0,0,0,0,0,0,0,1,0,0,0,0
210590124735271.0,20_21,68.0,109.0,1.0,3.0,0.0,1.7001492081248268,2.012474644015289,2020,2020/21,2021-06-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2020_210590124735271.0,0,0,0,0,0,0,1,0,0,0,0
210590124735351.0,20_21,67.0,109.0,1.0,3.0,2.0,2.337696564990196,2.0882483005248704,2020,2020/21,2021-05-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2020_210590124735351.0,1,0,1,0,0,1,0,0,1,0,1
210590134735671.0,20_21,68.0,112.0,1.0,3.0,0.0,1.5408220216720494,0.839963431532395,2020,2020/21,2021-06-01,112,Hammersmith and Fulham,E09000013,1,Inner London,0.0,Inactive,2020_210590134735671.0,0,0,0,0,0,0,1,0,0,0,0
210590134735673.0,20_21,67.0,112.0,1.0,3.0,1.0,0.8923614289651106,0.977616112241118,2020,2020/21,2021-05-01,112,Hammersmith and Fulham,E09000013,1,Inner London,1.0,Insufficiently Active,2020_210590134735673.0,0,0,0,0,0,0,1,0,0,0,0
210590134736821.0,20_21,67.0,112.0,1.0,3.0,2.0,2.381867607172633,2.619770899004906,2020,2020/21,2021-05-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2020_210590134736821.0,1,0,0,0,0,0,1,1,3,0,0
210590134737321.0,20_21,67.0,112.0,1.0,3.0,2.0,1.403264516282436,1.216572386448005,2020,2020/21,2021-05-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2020_210590134737321.0,1,1,1,1,0,0,0,0,10,9,1
210590134738981.0,20_21,68.0,112.0,1.0,3.0,2.0,0.8699792988596988,0.9278938773846424,2020,2020/21,2021-06-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2020_210590134738981.0,0,0,0,0,0,0,1,0,0,0,0
210590134739141.0,20_21,67.0,112.0,1.0,3.0,2.0,1.054625825112746,0.9748921325139792,2020,2020/21,2021-05-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2020_210590134739141.0,1,0,1,0,0,1,0,0,1,0,1
210590134739481.0,20_21,67.0,112.0,1.0,3.0,0.0,0.8543124456459468,0.807851523708296,2020,2020/21,2021-05-01,112,Hammersmith and Fulham,E09000013,1,Inner London,0.0,Inactive,2020_210590134739481.0,0,0,0,0,0,0,1,0,0,0,0
